num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/env_to_module_sum_episodes_length_out,env_runners/weights_seq_no,env_runners/num_episodes_lifetime,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_max,env_runners/num_episodes,env_runners/episode_duration_sec_mean,env_runners/env_reset_timer,env_runners/episode_len_min,env_runners/episode_len_mean,env_runners/episode_return_min,env_runners/sample,env_runners/rlmodule_inference_timer,env_runners/episode_return_mean,env_runners/env_to_module_sum_episodes_length_in,env_runners/env_step_timer,env_runners/num_env_steps_sampled,env_runners/episode_return_max,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_module_steps_sampled/default_policy,env_runners/num_agent_steps_sampled/default_agent,env_runners/module_episode_return_mean/default_policy,env_runners/agent_episode_return_mean/default_agent,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/num_trainable_parameters,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/weights_seq_no,learners/default_policy/entropy,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/total_loss,learners/default_policy/vf_loss_unclipped,learners/default_policy/mean_kl_loss,learners/default_policy/module_train_batch_size_mean,learners/default_policy/policy_loss,learners/default_policy/vf_explained_var,learners/default_policy/num_module_steps_trained,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/curr_kl_coeff,learners/default_policy/curr_entropy_coeff,learners/default_policy/vf_loss,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch
1,276000.0,False,69,e875d_00000,2025-11-25_09-42-30,1764031350,2.884859085083008,297.14804553985596,9347,DESKTOP-M8HSDGN,172.28.117.198,297.14804553985596,69,3.039456534713447,1.3862554014583706e-05,3.0391612647872153,1.5066081308509045,1.5298134528052014,0.0020749683681891536,901.0427841030431,68.0,276.0,276000.0,1000,4.0,0.7274074781599802,0.0005063705000338814,1000,1000.0,-533.9085435065184,1.4629294386440774,0.00012185496701970775,-257.0125647274488,901.0427841030431,0.00012085890144695446,4000.0,-143.7198650938737,1133.4784776042984,2,0,2,11.35,30.9,0.0225,0.0888671875,0.0003151913308841324,276000.0,0.00011549356110036261,276000.0,4000.0,4000.0,-257.0125647274488,-257.0125647274488,2764416,40064,0,86474388,4000.0,144141,1253252,4004.0,363042.60216758604,11605.633068602936,144141,1.0,69.0,7.183877,2764416,-0.09688422,211.55942,0.009178493,128.0,-0.20132224,0.015004218,40064,0.0003,3.4171876907348633,0.0,7.3073378,11605.697148862595,0.08406305772948204,4.878424094442743e-05,1.5901480975721501e-06,4.2242275237159595e-05,0.00012325329331720606,2.1990690227340457e-05,1.2499257331139053e-05,2.446914816170591e-06,4.387569550038318e-05,7.407794680118448e-06,1.368347528248922e-06,1.6821332252177082e-05,0.022084484907268862,0.0015308603242227747,0.031091388163655944,1.5705172861106217e-05,0.0002736417264361162,4.666510698972708e-05,0.028710828325449824,4.777239248136661e-06
1,280000.0,False,70,e875d_00000,2025-11-25_09-42-40,1764031360,9.580117225646973,306.72816276550293,9347,DESKTOP-M8HSDGN,172.28.117.198,306.72816276550293,70,3.038005397376314,1.3827328476882557e-05,3.0377101148193453,1.5059174974423926,1.5290572239471478,0.0020711473145051543,901.0427841030431,69.0,280.0,280000.0,1000,4.0,0.7236279808999688,0.0005063705000338814,1000,1000.0,-533.9085435065184,1.4623438394426373,0.00010718315235441379,-254.9660961244936,901.0427841030431,0.0001090758581948391,4000.0,-143.7198650938737,1146.5756382841976,2,0,2,10.084615384615384,30.9076923076923,0.007692307692307692,0.08917705829326923,0.0002845164739408678,280000.0,0.00010433783879153727,280000.0,4000.0,4000.0,-254.9660961244936,-254.9660961244936,2804480,40064,0,87727640,4000.0,144141,1253252,4004.0,366324.12521553034,11710.540874766572,144141,1.0,70.0,7.205365,2804480,0.06907457,68.09107,0.011446588,128.0,-0.035437685,0.055871665,40064,0.0003,3.4171876907348633,0.0,6.5397115,11710.603249326774,0.08391578799218764,4.4503887008495866e-05,1.3925816780092774e-06,3.850580787966655e-05,0.00011211511872707702,1.9841128787448047e-05,1.1563796927664973e-05,2.255489112749493e-06,3.984004339811857e-05,6.68803448057731e-06,1.2760816367297704e-06,1.5243179392990598e-05,0.022005555008195947,0.001529500120981574,0.03099605153202032,1.5722461130506575e-05,0.00027322157916896407,4.660819592040739e-05,0.028740029452195358,4.7628868569283374e-06
1,284000.0,False,71,e875d_00000,2025-11-25_09-42-43,1764031363,3.250882625579834,309.97904539108276,9347,DESKTOP-M8HSDGN,172.28.117.198,309.97904539108276,71,3.0400861137825492,1.3783765190961705e-05,3.039791139761152,1.5058500387379699,1.531199772427674,0.0020740863913571036,901.0427841030431,70.0,284.0,284000.0,1000,4.0,0.724495437519954,0.0005063705000338814,1000,1000.0,-533.9085435065184,1.462313870388213,0.00012344641045568516,-257.95448586978915,901.0427841030431,0.00012024582693803297,4000.0,-143.7198650938737,1109.8790333899167,2,0,2,17.9,30.95,0.0125,0.086517333984375,0.0003211823508776787,284000.0,0.0001173248751934505,284000.0,4000.0,4000.0,-257.95448586978915,-257.95448586978915,2844544,40064,0,88980892,4000.0,144141,1253252,4004.0,354285.44528964785,11325.702307775133,144141,1.0,71.0,7.4123077,2844544,0.02575323,223.1116,0.010252784,128.0,-0.08186659,0.056310833,40064,0.0003,3.4171876907348633,0.0,7.2584133,11325.754617929837,0.08478080496226266,4.888627308390029e-05,1.6790859772916478e-06,4.310481140535924e-05,0.00012453239745679166,2.24693958480843e-05,1.3217408791032441e-05,2.6494816505238153e-06,4.3618805210268716e-05,7.179361540209282e-06,1.5078369147371324e-06,1.6708672681359762e-05,0.02192810203811321,0.0015285106997698667,0.031941758496699946,1.5725326517845764e-05,0.0002720799233775696,4.655430396315601e-05,0.02873915782767232,4.75401798772914e-06
1,288000.0,False,72,e875d_00000,2025-11-25_09-42-47,1764031367,3.2702276706695557,313.2492730617523,9347,DESKTOP-M8HSDGN,172.28.117.198,313.2492730617523,72,3.0423416681347244,1.376716753927804e-05,3.0420453784835386,1.506431484710592,1.5328721125533962,0.0020713968974460004,901.0427841030431,71.0,288.0,288000.0,1000,4.0,0.728063888959955,0.0005063705000338814,1000,1000.0,-593.535414800093,1.4628395856743301,0.00010393653176303454,-260.573076025984,901.0427841030431,0.0001045328084741857,4000.0,-143.7198650938737,1114.2266314219978,2,0,2,17.1,30.9,0.01,0.086181640625,0.00027128354614802783,288000.0,9.94990635440249e-05,288000.0,4000.0,4000.0,-260.573076025984,-260.573076025984,2884608,40064,0,90234144,4000.0,144141,1253252,4004.0,355573.6328403484,11366.817249096857,144141,1.0,72.0,8.243247,2884608,-0.0038616732,922.3208,0.01406313,128.0,-0.13003868,-0.7207267,40064,0.0003,3.4171876907348633,0.0,7.812064,11366.926038553085,0.0845619712426422,4.308626066403456e-05,1.481066029911106e-06,3.635980537709116e-05,0.00010601898434839827,1.9348167455680024e-05,1.1334238919070638e-05,2.2333824369213862e-06,3.812659148336219e-05,6.409156770150591e-06,1.3310660600399014e-06,1.4056008132620392e-05,0.021850174637733685,0.001526392032770881,0.0318232253617335,1.56955832547976e-05,0.000270937554140492,4.648317092706135e-05,0.028720980669395622,4.738247803836936e-06
1,292000.0,False,73,e875d_00000,2025-11-25_09-42-49,1764031369,2.8841850757598877,316.1334581375122,9347,DESKTOP-M8HSDGN,172.28.117.198,316.1334581375122,73,3.040715700763377,1.3739905864955964e-05,3.040416331858705,1.5062641579334857,1.5314111422978616,0.002068713958470833,901.0427841030431,72.0,292.0,292000.0,1000,4.0,0.7260513876599544,0.0005063705000338814,1000,1000.0,-593.535414800093,1.4624945314825868,0.00011389629365224679,-257.46501324751387,901.0427841030431,0.00011213935116836654,4000.0,-121.01853004575513,1120.6222934331947,2,0,2,13.750000000000002,30.9,0.01,0.08673095703125,0.0002988051211183678,292000.0,0.00011005156877754444,292000.0,4000.0,4000.0,-257.46501324751387,-257.46501324751387,2924672,40064,0,91487396,4000.0,144141,1253252,4004.0,359341.0683778976,11487.300389538517,144141,1.0,73.0,7.466718,2924672,-0.054717004,133.27747,0.012259679,128.0,-0.1746362,-0.19283271,40064,0.0003,3.4171876907348633,0.0,7.802559,11487.367313758883,0.08435540684021395,4.69538647164032e-05,1.5209222731232064e-06,4.0363363334967106e-05,0.00011582523830549088,2.1150569946601022e-05,1.2406116452245124e-05,2.0686965288697155e-06,4.230041174513439e-05,6.917649859891868e-06,1.533565717106184e-06,1.5464220021844307e-05,0.021776741431356814,0.001524977452441332,0.03171347726811879,1.567529742300619e-05,0.00027017519859953053,4.6404639216144674e-05,0.028700803552700483,4.724015325379494e-06
1,296000.0,False,74,e875d_00000,2025-11-25_09-42-52,1764031372,2.9491610527038574,319.08261919021606,9347,DESKTOP-M8HSDGN,172.28.117.198,319.08261919021606,74,3.0397596603557417,1.3722336807801252e-05,3.039459664710119,1.5064978755041527,1.5302162642448849,0.0020735634188871572,901.0427841030431,73.0,296.0,296000.0,1000,4.0,0.7256467502799615,0.0005063705000338814,1000,1000.0,-593.535414800093,1.4627551599477608,0.00011766864852194987,-258.02772481650516,901.0427841030431,0.00011857724485384523,4000.0,-121.01853004575513,1132.4024371282821,2,0,2,11.725,30.924999999999997,0.0125,0.0860595703125,0.0003052070242875771,296000.0,0.0001135615691008526,296000.0,4000.0,4000.0,-258.02772481650516,-258.02772481650516,2964736,40064,0,92740648,4000.0,144141,1253252,4004.0,362438.1829401941,11586.278323540355,144141,1.0,74.0,6.5763865,2964736,0.07857027,90.0524,0.013378154,128.0,-0.037579607,-0.068896174,40064,0.0003,3.4171876907348633,0.0,7.0434227,11586.378006125851,0.08413280322181386,4.6477829003598586e-05,1.6477254633725188e-06,4.178660437461273e-05,0.00011885065191156312,2.1817647105033273e-05,1.24844191035183e-05,2.5490221543102955e-06,4.241617741514103e-05,7.166515533958907e-06,1.4357491261649658e-06,1.6068531560038732e-05,0.021696097037042554,0.0015224721279172735,0.0315935864354391,1.5652034451330154e-05,0.00026932327661407287,4.631565282297035e-05,0.028683101967173406,4.713295172447315e-06
1,300000.0,False,75,e875d_00000,2025-11-25_09-43-02,1764031382,9.501263618469238,328.5838828086853,9347,DESKTOP-M8HSDGN,172.28.117.198,328.5838828086853,75,3.037984409272182,1.3683003436773755e-05,3.0376836117330175,1.5063331589591098,1.528603690582437,0.002073382044702532,901.0427841030431,74.0,300.0,300000.0,1000,4.0,0.7236719187199742,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.4626983264232847,0.00011808944472262189,-253.49014123362576,901.0427841030431,0.00011644190151818514,4000.0,-121.01853004575513,1143.939323667533,2,0,2,10.169230769230769,30.94615384615384,0.00923076923076923,0.0855712890625,0.0003063649800443347,300000.0,0.00011434967360161473,300000.0,4000.0,4000.0,-253.49014123362576,-253.49014123362576,3004800,40064,0,93993900,4000.0,144141,1253252,4004.0,365991.1242500141,11699.910795762029,144141,1.0,75.0,8.828682,3004800,0.02753871,1066.4045,0.011265558,128.0,-0.08885839,-0.8081242,40064,0.0003,3.4171876907348633,0.0,7.790056,11699.9658211925,0.08392153952959845,4.7014481862244354e-05,1.5483688009219335e-06,4.1687507964594266e-05,0.00011881043093470784,2.2126399913507845e-05,1.244341697251271e-05,2.4735475059683035e-06,4.322945826719496e-05,7.300903500131237e-06,1.4649371367061652e-06,1.6220981914470655e-05,0.021623081256669924,0.001521451506636197,0.03148215968108369,1.5624494107043727e-05,0.00026867589384912765,4.622298629203515e-05,0.028658804727502592,4.706002222313916e-06
1,304000.0,False,76,e875d_00000,2025-11-25_09-43-05,1764031385,3.3050076961517334,331.88889050483704,9347,DESKTOP-M8HSDGN,172.28.117.198,331.88889050483704,76,3.040604791239459,1.3634953404848962e-05,3.0403035253856876,1.5068392365595162,1.5307184402166143,0.0020699482242550293,901.0427841030431,75.0,304.0,304000.0,1000,4.0,0.7253932787999611,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.4631720991340516,0.00010780527457722816,-251.9846724362343,901.0427841030431,0.00010761775668422209,4000.0,-121.01853004575513,1107.5331909342585,2,0,2,16.64,30.9,0.01,0.0855712890625,0.00028497482124001833,304000.0,0.00010429352881315902,304000.0,4000.0,4000.0,-251.9846724362343,-251.9846724362343,3044864,40064,0,95247152,4000.0,144141,1253252,4004.0,353962.4097420941,11315.38013787784,144141,1.0,76.0,6.3932347,3044864,-0.120719135,230.69458,0.009754877,128.0,-0.22152203,0.022323728,40064,0.0003,3.4171876907348633,0.0,6.7468667,11315.434526286483,0.08482117372430381,4.431713267177616e-05,1.482650960363451e-06,3.910283964282108e-05,0.00011134290403068802,1.978711200344649e-05,1.20089949972593e-05,2.3192604461918714e-06,4.0355062128724815e-05,6.652725496125537e-06,1.3505833887931982e-06,1.4558992363106066e-05,0.021546403824102823,0.0015199869815681946,0.032359292994273134,1.5667579168006384e-05,0.0002677572349114815,4.618216642905924e-05,0.028760120700231158,4.722282203270978e-06
1,308000.0,False,77,e875d_00000,2025-11-25_09-43-09,1764031389,3.227555751800537,335.1164462566376,9347,DESKTOP-M8HSDGN,172.28.117.198,335.1164462566376,77,3.042428745347065,1.3593033868062087e-05,3.042127785351831,1.5074583885739192,1.5319262209844475,0.0020671208720096372,901.0427841030431,76.0,308.0,308000.0,1000,4.0,0.7277674453599638,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.4633810093427106,0.00011562959678753757,-252.59280568741292,901.0427841030431,0.00011743159493902557,4000.0,-121.01853004575513,1111.9582644466723,2,0,2,17.425,30.924999999999997,0.0125,0.085357666015625,0.0003035661230944369,308000.0,0.00011131855732290387,308000.0,4000.0,4000.0,-252.59280568741292,-252.59280568741292,3084928,40064,0,96500404,4000.0,144141,1253252,4004.0,355521.50881926017,11365.257376353651,144141,1.0,77.0,7.1809907,3084928,-0.005195491,327.6032,0.013745852,128.0,-0.12638284,-0.08176279,40064,0.0003,3.4171876907348633,0.0,7.42152,11365.283847540126,0.08476384253705907,4.730495152480752e-05,1.5318975242587993e-06,4.0957029867069885e-05,0.00011806004973781271,2.1855735373640833e-05,1.2391847313700713e-05,2.5279372464192447e-06,4.2260898027204925e-05,6.888508935540064e-06,1.4519254658929218e-06,1.5892799815430482e-05,0.02148572207586289,0.0015182594217497815,0.03231603759432858,1.5687603376664632e-05,0.0002667585425608746,4.6124434765980095e-05,0.028809704743229247,4.728509379869817e-06
1,312000.0,False,78,e875d_00000,2025-11-25_09-43-11,1764031391,2.9044413566589355,338.0208876132965,9347,DESKTOP-M8HSDGN,172.28.117.198,338.0208876132965,78,3.0410098368235907,1.3583593528656248e-05,3.0407087430783135,1.5073583468581782,1.5306076561846045,0.0020668679932897525,901.0427841030431,77.0,312.0,312000.0,1000,4.0,0.727298360699956,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.463367288289283,0.00010613195032981624,-250.78056303052654,901.0427841030431,0.00010750762234513231,4000.0,-121.01853004575513,1119.2476179500925,2,0,2,13.25,30.975,0.005,0.08514404296875,0.0002781472878352985,312000.0,0.00010302545002733553,312000.0,4000.0,4000.0,-250.78056303052654,-250.78056303052654,3124992,40064,0,97753656,4000.0,144141,1253252,4004.0,359141.10735006316,11480.951043448822,144141,1.0,78.0,6.5847635,3124992,0.024177212,73.47707,0.0135104805,128.0,-0.09325072,-0.12247896,40064,0.0003,3.4171876907348633,0.0,7.1260095,11481.005012265834,0.08455245531169171,4.426513576102689e-05,1.6133147817365007e-06,3.776818939734762e-05,0.00010683189560213276,1.9951340512296364e-05,1.1630835348131252e-05,2.230646412648844e-06,3.9465852429747905e-05,6.599707920063401e-06,1.3384814724076023e-06,1.4241271714712963e-05,0.02141598725510812,0.0015159912875309667,0.032195339448384874,1.5659147344499612e-05,0.00026606934713592457,4.6015890417304754e-05,0.02879260185579751,4.726714287028335e-06
1,316000.0,False,79,e875d_00000,2025-11-25_09-43-14,1764031394,2.9170048236846924,340.9378924369812,9347,DESKTOP-M8HSDGN,172.28.117.198,340.9378924369812,79,3.0397327701453576,1.355628759613225e-05,3.0394310534975317,1.5069520398195966,1.5297395246527579,0.0020623932833569864,901.0427841030431,78.0,316.0,316000.0,1000,4.0,0.7257655762399554,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.4629932202113898,0.0001092257323396269,-245.85735863765842,901.0427841030431,0.00010861135366635081,4000.0,-121.01853004575513,1132.318436823469,2,0,2,11.575000000000001,31.0,0.022500000000000003,0.086669921875,0.0002855034615331234,316000.0,0.00010613101179909494,316000.0,4000.0,4000.0,-245.85735863765842,-245.85735863765842,3165056,40064,0,99006908,4000.0,144141,1253252,4004.0,362476.8534201054,11587.597081495607,144141,1.0,79.0,6.516363,3165056,0.097563684,58.329582,0.015452731,128.0,-0.027426478,0.012327492,40064,0.0003,3.4171876907348633,0.0,7.218528,11587.625586059723,0.08440298521857449,4.391830827636675e-05,1.443170297487023e-06,3.8919783228839733e-05,0.00011085625659659683,2.0327684978441193e-05,1.183480460584153e-05,2.476129126300863e-06,4.0064828535613735e-05,6.77528547785504e-06,1.3665636135453683e-06,1.4788037580712362e-05,0.02134668869255716,0.0015216717646534864,0.03207783734390211,1.5648495869274163e-05,0.0002653355636639488,4.613144151383482e-05,0.028825327517238708,4.714117145854265e-06
1,320000.0,False,80,e875d_00000,2025-11-25_09-43-24,1764031404,9.582209825515747,350.52010226249695,9347,DESKTOP-M8HSDGN,172.28.117.198,350.52010226249695,80,3.0380199528939063,1.3550654719446117e-05,3.0377170270125577,1.506424858751401,1.5285467499862315,0.002068122850525604,901.0427841030431,79.0,320.0,320000.0,1000,4.0,0.7224944121799672,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.4625857911492728,0.00010807932925891987,-238.78962890213938,901.0427841030431,0.00010871537988047126,4000.0,-121.01853004575513,1143.9766032280697,2,0,2,9.969230769230771,31.0,0.008461538461538461,0.08594689002403846,0.00028170497372875683,320000.0,0.00010314543087428658,320000.0,4000.0,4000.0,-238.78962890213938,-238.78962890213938,3205120,40064,0,100260160,4000.0,144141,1253252,4004.0,366006.4003208393,11700.509681962538,144141,1.0,80.0,7.08087,3205120,-0.091838926,101.94857,0.011953358,128.0,-0.20495342,-0.28060436,40064,0.0003,3.4171876907348633,0.0,7.2267585,11700.469262796782,0.08434229748638719,4.45748295366858e-05,1.3905567613220744e-06,3.81264338715343e-05,0.00010835536356907676,1.9371153207466158e-05,1.1677265947459708e-05,2.188618200144565e-06,4.109288414714862e-05,6.54911738377697e-06,1.3175448096882421e-06,1.4559967716438291e-05,0.02129687902563205,0.0015197272770055715,0.03205586828046516,1.5689430910076164e-05,0.000265749838027569,4.60550170983193e-05,0.028837559812062773,4.714835973026606e-06
1,324000.0,False,81,e875d_00000,2025-11-25_09-43-27,1764031407,3.2764689922332764,353.7965712547302,9347,DESKTOP-M8HSDGN,172.28.117.198,353.7965712547302,81,3.040359720634967,1.3501298175223063e-05,3.040057344322435,1.506377746473885,1.5309317373563682,0.002070301142020004,901.0427841030431,80.0,324.0,324000.0,1000,4.0,0.723902492579964,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.462613127987779,0.00010549946660578502,-240.82339527077278,901.0427841030431,0.00010604505157220457,4000.0,-121.01853004575513,1107.4299173271588,2,0,2,16.419999999999998,31.0,0.022,0.084716796875,0.00027432527628762387,324000.0,0.00010183929193409842,324000.0,4000.0,4000.0,-240.82339527077278,-240.82339527077278,3245184,40064,0,101513412,4000.0,144141,1253252,4004.0,353946.0488568679,11314.953178001944,144141,1.0,81.0,7.2510295,3245184,-0.07262553,404.52368,0.009411471,128.0,-0.1738523,-0.1301192,40064,0.0003,3.4171876907348633,0.0,6.9066,11314.923988633644,0.0851494659915206,4.327973303082139e-05,1.3820418796723502e-06,3.8024719705385905e-05,0.00010645398054469793,1.9258263118396314e-05,1.162321566141912e-05,1.924565899676113e-06,3.9613049587418686e-05,6.543479792107428e-06,1.2244420835330124e-06,1.4892504241744427e-05,0.021262789575372185,0.001518307404235042,0.032915215187657866,1.5675706601203965e-05,0.00026676275964836513,4.5985056925796306e-05,0.028820010323941835,4.704337616790628e-06
1,328000.0,False,82,e875d_00000,2025-11-25_09-43-31,1764031411,3.1832869052886963,356.9798581600189,9347,DESKTOP-M8HSDGN,172.28.117.198,356.9798581600189,82,3.041749307538619,1.3496165193274794e-05,3.0414466789692103,1.5064451898691444,1.5322581447728032,0.0020654557706006353,901.0427841030431,81.0,328.0,328000.0,1000,4.0,0.7243538072199772,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.462721702427899,0.000104590428871668,-241.95942411705894,901.0427841030431,0.00010624635496649763,4000.0,-121.01853004575513,1112.4470050815564,2,0,2,17.45,30.975,0.0075,0.084716796875,0.00027555129702077225,328000.0,0.0001011120884326139,328000.0,4000.0,4000.0,-241.95942411705894,-241.95942411705894,3285248,40064,0,102766664,4000.0,144141,1253252,4004.0,355769.5876274114,11373.247409817817,144141,1.0,82.0,8.409838,3285248,0.08502205,848.9125,0.011984932,128.0,-0.025022352,-0.72581387,40064,0.0003,3.4171876907348633,0.0,6.908963,11373.220485330967,0.08494563216160535,4.354908595123172e-05,1.3790868075584289e-06,3.803756026752833e-05,0.0001062386782632481,1.978451219156802e-05,1.1254150683661327e-05,1.8879688100171724e-06,3.9145357932836404e-05,6.532179596173272e-06,1.4437533882312512e-06,1.42518171795893e-05,0.021192376749618484,0.0015173606901952334,0.032788571475783304,1.565921953425684e-05,0.00026572073204996004,4.595701636018546e-05,0.028815873460703575,4.693344241367303e-06
1,332000.0,False,83,e875d_00000,2025-11-25_09-43-34,1764031414,2.941599130630493,359.9214572906494,9347,DESKTOP-M8HSDGN,172.28.117.198,359.9214572906494,83,3.040705879513234,1.3497823542627383e-05,3.0404026045195196,1.5064267450304532,1.5312364655150776,0.0020617023728965365,901.0427841030431,82.0,332.0,332000.0,1000,4.0,0.7267855031799809,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.4628644637386201,0.0001111774702324118,-236.29530475733955,901.0427841030431,0.00011306031588978344,4000.0,-121.01853004575513,1119.3048518461835,2,0,2,14.150000000000002,31.0,0.01,0.084716796875,0.00029263558279128633,332000.0,0.00010610544762710273,332000.0,4000.0,4000.0,-236.29530475733955,-236.29530475733955,3325312,40064,0,104019916,4000.0,144141,1253252,4004.0,359115.77626214933,11480.213311983542,144141,1.0,83.0,6.3607244,3325312,-0.12535417,58.775562,0.014430573,128.0,-0.24092105,0.031705916,40064,0.0003,3.4171876907348633,0.0,6.625489,11480.193025866123,0.08474725712998711,4.5572422681817014e-05,1.5870671673687196e-06,3.9756708280063374e-05,0.00011249558847615673,2.0894714231306077e-05,1.2257485410840302e-05,2.033451104255099e-06,4.041778775231751e-05,6.8756643310386946e-06,1.3321541673131049e-06,1.5305634389296296e-05,0.021126575672120566,0.0015159751232939717,0.03265841004102671,1.5643817337344763e-05,0.0002649012047266124,4.5873516198532e-05,0.028816592776097216,4.679860799909411e-06
1,336000.0,False,84,e875d_00000,2025-11-25_09-43-36,1764031416,2.8941311836242676,362.8155884742737,9347,DESKTOP-M8HSDGN,172.28.117.198,362.8155884742737,84,3.0391981249981046,1.347188530911769e-05,3.0388934968843255,1.5058723833701493,1.5302753383699268,0.0020635515591656997,901.0427841030431,83.0,336.0,336000.0,1000,4.0,0.7230563255800007,0.0005063705000338814,1000,1000.0,-653.5295097935722,1.4624228987912344,9.905149650898446e-05,-241.11517655073965,901.0427841030431,0.00010208966542370337,4000.0,-121.01853004575513,1132.016769217131,2,0,2,11.375000000000002,31.0,0.0125,0.08489990234375,0.0002634901023982799,336000.0,9.651355175196603e-05,336000.0,4000.0,4000.0,-241.11517655073965,-241.11517655073965,3365376,40064,0,105273168,4000.0,144141,1253252,4004.0,362639.7057765689,11592.881414660562,144141,1.0,84.0,7.8728104,3365376,-0.16705792,500.91733,0.011915119,128.0,-0.27483743,-1.0,40064,0.0003,3.4171876907348633,0.0,6.706331,11592.848017550916,0.08454858817868892,4.182628002398855e-05,1.3494780513213364e-06,3.5923270218261586e-05,0.00010299819980259173,1.8415403146909098e-05,1.0938189705634716e-05,1.8499843416054735e-06,3.805875550328823e-05,6.291006834440378e-06,1.145699396672248e-06,1.4115288527212345e-05,0.02105739967540127,0.0015145470620619274,0.032532681170616785,1.5629899161978942e-05,0.00026419787268031834,4.57782710351094e-05,0.028815528208335967,4.6693221904340635e-06
